"","ADM_RATE","ACTCMMID","UGDS","TUITIONFEE_IN","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","PFTFTUG1_EF","AGE_ENTRY","yvals","names"
"37179",0.6704,21,2599,15855,6544,2429,4258,1,0.4791,28.31667792,0.4199,"Tusculum College"
"37180",0.8268,24,1980,17790,7133,5353,5352,0.9773,0.6064,24.84,0.5868,"Union University"
"37182",0.3528,31,6330,33440,18340,59084,10382,0.7649,0.9154,20.076184763,0.8921,"Vanderbilt University"
"37188",0.5228,24,4099,16330,10260,5642,5991,1,0.8139,20.567894737,0.5484,"Abilene Christian University"
"37197",0.842,20,5712,3804,3375,5333,5723,0.6796,0.7462,21.411287478,0.3495,"Angelo State University"
"37201",0.7588,26,1313,23355,13897,8479,6925,0.844,0.8995,19.626151013,0.7464,"Austin College"
"37208",0.4252,26,11803,22869,13570,10068,7274,0.8265,0.8489,20.020813623,0.7417,"Baylor University"
"37223",0.6831,23,1128,18070,9695,5576,4672,1,0.508,25.535353535,0.3923,"Concordia University-Texas"
"37226",0.8463,19,6828,4469,4093,4983,6626,0.5905,0.5827,23.152570947,0.4053,"Texas A & M University-Corpus Christi"
"37229",0.5486,21,3610,13650,9655,5138,5956,1,0.3197,27.360244989,0.5761,"Dallas Baptist University"
"37230",0.5301,20,349,9400,8078,4193,4419,0.8182,0.3636,27.088105727,0.3103,"Dallas Christian College"
"37233",0.8482,27,1136,21805,11494,8770,5565,0.5307,0.8225,20.545098039,0.6559,"University of Dallas"
"37237",0.7764,21,1312,13720,8335,5360,4902,0.7174,0.6471,20.959309494,0.3357,"East Texas Baptist University"
"37240",0.4294,19,5165,4616,4252,4766,5620,0.9651,0.9726,25.711320143,0.3456,"Texas A & M University-Commerce"
"37254",0.5459,22,1938,15626,9176,7278,5755,0.733,0.7105,21.217719133,0.4923,"Hardin-Simmons University"
"37257",0.4786,26,1804,16500,15780,9800,6146,0.9752,0.3805,23.530657748,0.5226,"Houston Baptist University"
"37262",0.7451,22,26243,5648,6118,5533,8204,0.9105,0.4931,22.662234283,0.423,"University of Houston"
"37264",0.6931,22,1317,14470,10212,5912,4300,0.5166,0.7149,21.402831403,0.3662,"Howard Payne University"
"37265",0.7823,16,703,8610,7600,7376,4900,0.5441,0.6882,22.210069444,0.1926,"Huston-Tillotson University"
"37266",0.7146,20,4403,17400,11156,5140,6097,1,0.5066,25.791109363,0.4407,"University of the Incarnate Word"
"37276",0.6333,19,8630,5040,4752,5098,6108,0.7276,0.6716,22.53446419,0.326,"Lamar University"
"37281",0.513,19,3842,3892,2199,5990,6295,0.9211,0.5117,23.377464789,0.3,"Texas A & M International University"
"37283",0.7345,24,3619,16920,12821,6346,5914,0.2045,0.7193,29.940144014,0.5105,"LeTourneau University"
"37287",0.7483,21,1791,13644,6392,4610,5020,0.557,0.5605,24.116147309,0.393,"Lubbock Christian University"
"37289",0.9198,23,2575,15720,11071,6370,5610,1,0.5907,22.617090672,0.4105,"University of Mary Hardin-Baylor"
"37291",0.6259,21,1343,15320,10204,5836,4990,1,0.6052,22.27021041,0.4528,"McMurry University"
"37296",0.827,21,5358,3676,4120,4518,5943,0.699,0.4509,23.175373134,0.2845,"Midwestern State University"
"37307",0.6563,24,26637,4968,5712,4851,5850,0.6692,0.4777,22.723628517,0.4502,"University of North Texas"
"37309",0.5159,21,979,15801,7630,3892,4594,0.3478,0.4918,26.069132389,0.3232,"Northwood University-Texas"
"37315",0.5475,19,1710,17900,12930,7848,6192,0.4076,0.9924,25.11509434,0.4157,"Our Lady of the Lake University"
"37316",0.6503,19,14328,3464,2470,4776,6744,0.8316,0.9601,22.169175627,0.3292,"The University of Texas Rio Grande Valley"
"37320",0.0897,12,768,6500,6318,3740,3550,0.614,0.9813,24.538338658,0.217,"Paul Quinn College"
"37321",0.8764,18,5667,5461,3659,5126,6460,0.7795,0.7955,21.000962155,0.3764,"Prairie View A & M University"
"37324",0.237,31,2995,26974,13410,32234,10425,0.8737,0.9259,20.522727273,0.9331,"Rice University"
"37327",0.6441,24,4200,18800,13727,7065,6723,0.3829,0.5979,23.365242165,0.5315,"Saint Edward's University"
"37329",0.9034,25,1692,17868,11341,6752,7125,0.476,0.6258,22.772393539,0.5149,"University of St Thomas"
"37330",0.622,21,13778,4098,4914,3576,6423,0.7442,0.5406,22.002418185,0.4637,"Sam Houston State University"
"37333",0.5837,21,874,15879,8874,6966,4535,0.6279,0.7577,23.148829431,0.5217,"Schreiner University"
"37335",0.7257,22,2393,19334,12066,7765,7511,0.6162,0.7707,20.96437659,0.564,"St Mary's University"
"37341",0.5369,27,6199,28630,18141,10615,8853,0.6598,0.8062,21.311373524,0.7422,"Southern Methodist University"
"37346",0.6501,26,1277,23650,14587,13765,6915,0.7742,1,19.582834331,0.7324,"Southwestern University"
"37347",0.7123,21,10103,5232,3696,4525,5687,0.7942,0.7138,21.919565217,0.3864,"Stephen F Austin State University"
"37348",0.7273,23,23568,4698,5041,4068,6530,0.6871,0.4941,22.425445141,0.5275,"Texas State University"
"37352",0.5734,20,7828,4010,3788,4311,5950,0.6262,0.5442,23.961015175,0.4589,"Tarleton State University"
"37361",0.9479,22,1520,5650,5853,6613,6434,0.8469,0.7658,20.348910499,0.2931,"Texas A & M University at Galveston"
"37362",0.7349,26,36490,6966,6062,8926,8545,0.9528,0.958,20.348910499,0.7657,"Texas A & M University-College Station"
"37363",0.6888,23,19205,5930,5631,4864,7020,0.7006,0.4274,23.987698672,0.4166,"The University of Texas at Arlington"
"37364",0.4872,26,36241,7630,7283,10521,9244,0.9078,0.7583,20.404411765,0.7701,"The University of Texas at Austin"
"37365",0.5114,27,9347,7570,5756,7041,9145,0.7086,0.4185,24.196377749,0.5456,"The University of Texas at Dallas"
"37367",0.7575,23,4856,4114,3386,4833,6045,0.6916,0.3886,24.494211288,0.4,"The University of Texas at Tyler"
"37369",0.6272,26,7140,23020,15931,11203,7733,0.9657,0.8079,20.743840074,0.6812,"Texas Christian University"
"37372",0.7065,21,1372,18720,10599,5689,5378,0.5385,0.8756,20.224435591,0.5455,"Texas Lutheran University"
"37373",0.8594,21,2571,3638,3229,4116,5932,0.6,0.4365,25.143061516,0.2917,"The University of Texas of the Permian Basin"
"37374",0.9938,21,24294,6296,5401,4167,7774,0.7208,0.6321,22.589956739,0.2831,"The University of Texas at San Antonio"
"37378",0.7018,24,22838,5376,6504,5911,7217,0.9341,0.6526,21.035171966,0.557,"Texas Tech University"
"37380",0.736,20,1372,14875,9933,6369,7447,1,0.2946,25.879518072,0.2686,"Texas Wesleyan University"
"37381",0.8709,20,6623,5010,5322,5359,6503,0.9578,0.4751,25.397227406,0.3939,"Texas Woman's University"
"37382",0.6053,29,2454,23286,14528,12174,8118,0.7601,1,19.562695925,0.7496,"Trinity University"
"37392",0.9831,21,4745,8760,5018,5215,4629,0.9909,0.8023,29.694409938,0.3426,"Wayland Baptist University"
"37394",0.7271,21,5804,3834,3724,4553,5736,0.865,0.9697,24.103230337,0.3818,"West Texas A & M University"
"37400",0.7011,28,30480,3620,3853,10629,8713,0.7499,0.8453,21.864237043,0.7778,"Brigham Young University-Provo"
"37401",0.1885,23,2414,3040,2002,11534,8001,1,0.4907,23.118644068,0.4833,"Brigham Young University-Hawaii"
"37421",0.8052,21,5268,3060,2960,3447,5447,0.9909,0.6811,22.527788139,0.3977,"Southern Utah University"
"37425",0.9355,24,12572,3949,3256,7083,6893,0.9364,0.6378,23.603847408,0.4792,"Utah State University"
"37428",0.8509,24,21259,4642,5284,9233,7866,0.7698,0.4946,24.217770726,0.462,"University of Utah"
"37430",0.7912,24,1929,21030,14371,8693,6378,1,0.6003,23.060190074,0.5904,"Westminster College"
"37431",0.6588,26,523,35250,23316,14419,6261,0.7262,0.8467,20.146666667,0.5912,"Bennington College"
"37434",0.5801,23,2468,16250,13536,5337,6225,0.2302,0.7511,22.264135703,0.6438,"Champlain College"
"37437",0.8457,21,719,23382,14448,5922,5104,0.6615,0.8158,20.149253731,0.3828,"Green Mountain College"
"37440",0.6415,27,337,29240,15599,10407,5274,0.66,0.7563,20.643564356,0.4925,"Marlboro College"
"37443",0.7301,21,1931,22506,13736,7257,6530,0.4459,0.9128,20.318452381,0.5167,"Norwich University"
"37445",0.7257,24,1940,28515,18284,9171,7193,1,0.9352,19.403707518,0.7735,"Saint Michael's College"
"37447",0.6711,20,242,14900,4100,1755,3969,1,0.5479,24.529069767,0.3175,"College of St Joseph"
"37448",0.7048,17,403,15100,9854,2390,3969,0.5152,0.6474,21.992647059,0.5309,"Southern Vermont College"
"37452",0.6503,25,9040,11324,16336,10405,7306,0.7493,0.8013,20.418700231,0.6703,"University of Vermont"
"37456",0.8465,20,1783,19762,7258,5066,5308,0.2986,0.3819,28.833333333,0.3333,"Averett University"
"37458",0.4656,18,840,12305,7860,3488,4242,0.3548,0.9907,30.816923077,0.3645,"Bluefield College"
"37460",0.8488,21,1499,20190,9667,5834,5526,0.7402,0.8704,19.601648352,0.6519,"Bridgewater College"
"37461",0.3234,29,5651,8490,9087,9566,8863,0.7798,0.8761,20.121757925,0.9109,"College of William and Mary"
"37465",0.5188,24,4570,6460,3885,4766,7003,0.6766,0.8886,19.851077313,0.5055,"Christopher Newport University"
"37469",0.3722,19,882,13860,10585,7857,5237,0.6129,0.2024,26.835504886,0.7468,"Jefferson College of Health Sciences"
"37474",0.7456,23,959,20860,10229,7087,5298,1,0.884,19.811643836,0.5817,"Emory & Henry College"
"37475",0.7455,24,995,20712,11030,9265,4987,0.669,0.6406,23.464471404,0.6227,"Eastern Mennonite University"
"37477",0.9063,16,1047,19490,10492,5669,4634,0.7442,0.8534,20.252427184,0.2883,"Ferrum College"
"37478",0.6096,23,17812,6408,6169,7767,8947,1,0.5315,22.468322352,0.5565,"George Mason University"
"37480",0.6899,23,1108,25166,24458,19859,6535,0.913,0.2993,19.349333333,0.6542,"Hampden-Sydney College"
"37481",0.5128,22,5056,14818,9415,7903,5619,0.7461,0.7294,20.633765074,0.5411,"Hampton University"
"37482",0.8449,25,781,23800,10077,10226,5818,0.7431,0.7462,21.979118329,0.6995,"Hollins University"
"37484",0.677,24,15653,6290,5698,5398,6693,0.7347,0.8033,19.912484184,0.798,"James Madison University"
"37487",0.2677,21,13591,15350,7113,2537,5463,1,0.5938,26.973483629,0.4984,"Liberty University"
"37491",0.6916,20,2021,24860,12940,8414,6048,0.7009,0.843,20.604085603,0.484,"Lynchburg College"
"37493",0.7544,21,1380,21250,9205,8144,6028,0.3261,0.6624,25.882708585,0.5135,"Mary Baldwin College"
"37494",0.6996,25,4051,6084,6144,5298,6470,0.6741,0.7569,21.371838111,0.7709,"University of Mary Washington"
"37495",0.7843,21,2260,19199,13727,6693,6617,0.4181,0.5275,22.779847587,0.521,"Marymount University"
"37502",0.6843,18,5314,5056,4936,6822,6245,0.7121,0.694,22.189559543,0.2964,"Norfolk State University"
"37504",0.6924,21,14845,4916,4001,5454,7394,0.6519,0.4941,23.657642327,0.4911,"Old Dominion University"
"37511",0.7833,21,8089,5746,3584,5078,6402,0.6791,0.7273,20.84417596,0.563,"Radford University"
"37513",0.5803,21,1114,24710,14170,9692,6438,0.6977,0.9476,19.503968254,0.5976,"Randolph-Macon College"
"37514",0.8721,26,670,24500,8933,15118,6294,0.7551,0.9034,21.03986711,0.6445,"Randolph College"
"37519",0.4584,28,3374,36550,18365,12810,8321,0.6693,0.7717,22.927672956,0.8313,"University of Richmond"
"37522",0.7145,15,681,11500,8305,2962,3612,0.8125,1,25.164102564,0.1667,"Saint Pauls College"
"37523",0.9148,21,1498,21090,13804,8818,6596,0.5204,0.5846,22.530720339,0.504,"Shenandoah University"
"37524",0.9836,23,739,15826,8023,4894,4877,0.5439,0.7384,20.75177305,0.1711,"Southern Virginia University"
"37529",0.8034,24,580,23340,16147,18002,5608,0.8165,0.8155,19.825910931,0.7012,"Sweet Briar College"
"37533",0.8146,19,1761,5692,4464,4481,5708,1,0.7477,21.538555692,0.4513,"The University of Virginia's College at Wise"
"37535",0.3734,20,862,16895,8439,4806,4584,0.8772,0.8018,24.790243902,0.9256,"Virginia Intermont College"
"37538",0.6579,21,19521,5886,6463,10220,7799,0.4601,0.5857,21.604959554,0.4521,"Virginia Commonwealth University"
"37539",0.3742,29,13435,8035,11161,10588,10497,0.9355,0.6699,20.487056213,0.9199,"University of Virginia-Main Campus"
"37540",0.5541,23,1397,9473,8163,9674,7391,0.8394,0.9462,19.502369668,0.7307,"Virginia Military Institute"
"37543",0.831,16,4265,5440,3437,5273,6361,0.7083,0.7857,20.489897064,0.426,"Virginia State University"
"37545",0.8405,19,1369,22976,15575,8647,5878,0.5676,0.751,21.277427491,0.4343,"Virginia Wesleyan College"
"37547",0.2747,30,1747,31175,20590,20419,8038,0.9861,0.9783,19.849112426,0.8655,"Washington and Lee University"
"37561",0.7518,21,9650,5238,4415,5635,6134,0.6914,0.5052,22.970475547,0.4968,"Central Washington University"
"37570",0.8252,25,9786,4695,4499,5133,5817,0.6235,0.6585,23.323306595,0.482,"Eastern Washington University"
"37574",0.9519,24,3931,4861,6754,6431,6113,0.681,0.4173,26.486474094,0.5684,"The Evergreen State College"
"37578",0.6709,26,4186,24590,14386,7584,7008,0.9967,0.8393,20.65598549,0.808,"Gonzaga University"
"37593",0.5086,17,108,13032,9868,12592,5017,0.9091,0.3415,21.543859649,1,"Trinity Lutheran College"
"37597",0.9862,22,1119,18228,11092,3849,5279,0.5319,0.3924,23.653333333,0.4718,"Northwest University"
"37600",0.744,25,3308,23450,14368,9611,5849,0.8527,0.6922,22.185554172,0.6793,"Pacific Lutheran University"
"37604",0.6477,27,2531,30060,20245,12884,7467,0.8235,0.9052,20.374535316,0.745,"University of Puget Sound"
"37606",0.8776,22,1177,21004,11353,5780,5448,1,0.505,24.034236805,0.4444,"Saint Martin's University"
"37611",0.753,25,2954,23391,14608,8530,6487,0.9015,0.7503,20.523044693,0.6454,"Seattle Pacific University"
"37612",0.6472,25,4134,24615,17356,10252,7603,0.6762,0.6514,21.749617542,0.7093,"Seattle University"
"37621",0.9381,22,1635,19725,13693,9100,5063,0.9708,0.6538,22.136774194,0.4734,"Walla Walla University"
"37623",0.6708,26,26002,5985,9207,18961,11016,0.8829,0.8086,22.973773188,0.7492,"University of Washington-Seattle Campus"
"37626",0.7431,24,12711,5002,5347,5492,6439,0.745,0.6823,22.110300429,0.6431,"Western Washington University"
"37629",0.6325,26,2233,24154,12823,8639,6350,0.8611,1,23.489282386,0.7363,"Whitworth University"
"37631",0.951,21,615,19090,9600,6004,3929,0.6854,0.7071,21.482233503,0.5067,"Alderson Broaddus University"
"37633",0.6535,21,219,8820,6116,2847,2449,1,0.5843,21.597315436,0.4776,"Appalachian Bible College"
"37637",0.6291,21,821,15750,8689,5650,5007,1,0.895,19.888888889,0.7031,"Bethany College"
"37638",0.961,19,1726,3648,1390,4464,5279,0.6048,0.4446,25.44606414,0.3341,"Bluefield State College"
"37641",0.7275,22,1065,21000,19533,14532,5320,0.5304,0.7778,21.688549618,0.4241,"University of Charleston"
"37643",0.6389,21,2691,4206,2237,3493,5210,0.9794,0.6871,21.669360764,0.3012,"Concord University"
"37644",0.8957,20,579,17210,10338,6841,4367,0.6429,0.623,24.060606061,0.4737,"Davis & Elkins College"
"37645",0.7918,21,4192,4522,2550,3848,5397,0.4697,0.6357,23.105345912,0.4058,"Fairmont State University"
"37646",1,19,1144,3882,2310,3075,5038,0.6582,0.7101,21.053084648,0.2409,"Glenville State College"
"37651",0.8217,23,8931,4150,4122,5909,5989,0.6248,0.7474,22.420588235,0.4717,"Marshall University"
"37659",0.6,21,512,14262,7596,4964,4047,1,1,24.419871795,0.4432,"Ohio Valley University"
"37664",0.9322,22,3527,4348,4261,3474,5833,0.4567,0.4497,21.998678996,0.3767,"Shepherd University"
"37668",1,19,3465,3776,2816,4436,5256,0.6327,0.6272,24.376623377,0.1919,"West Virginia State University"
"37670",0.739,20,2161,3946,3692,3571,4882,0.5843,0.6472,21.802161264,0.4405,"West Liberty University"
"37671",0.6863,21,1462,4004,3848,5719,4944,0.6947,0.5912,23.010273973,0.3909,"West Virginia University Institute of Technology"
"37672",0.7744,23,1154,21330,9149,4716,4963,0.6261,0.8314,19.97962963,0.559,"West Virginia Wesleyan College"
"37678",0.9227,23,20590,4476,7252,6407,7071,0.715,0.8235,20.682266277,0.55,"West Virginia University"
"37679",0.754,22,1178,22960,10666,5844,5280,0.9518,0.691,22.733133433,0.5019,"Wheeling Jesuit University"
"37683",0.5906,20,2210,16334,13332,5639,5104,0.4612,0.4914,24.599074788,0.3484,"Alverno College"
"37686",0.5185,24,240,15839,28026,15810,6033,0.85,0.2987,24.526315789,1,"Bellin College"
"37687",0.6714,27,1339,28350,14377,10555,6144,0.7365,0.9533,19.695568401,0.719,"Beloit College"
"37690",0.9278,22,3180,18000,6402,3562,5113,0.2183,0.4829,30.857221007,0.6667,"Cardinal Stritch University"
"37691",0.7365,23,2914,19910,10929,4760,5443,0.9818,0.8471,21.187333333,0.588,"Carroll University"
"37692",0.7706,24,2582,23650,11534,5546,6178,0.5662,0.9019,21.129256966,0.5771,"Carthage College"
"37693",0.6988,22,3503,18140,9718,5622,5831,1,0.8079,26.456246228,0.6702,"Concordia University-Wisconsin"
"37694",0.7845,22,1790,18000,12955,6254,5718,1,0.5602,23.02446184,0.5328,"Edgewood College"
"37702",0.4963,20,3159,16795,7221,3468,5540,0.1787,0.6854,26.982128982,0.3873,"Lakeland College"
"37706",0.8629,20,1969,17630,7709,3477,5573,0.9634,0.5684,24.599426386,0.5061,"Marian University"
"37707",0.6994,27,7812,25074,15778,8157,8130,0.5698,0.8481,20.227608008,0.7809,"Marquette University"
"37714",0.7075,26,2203,24960,13842,11322,6968,0.5495,0.7371,21.229813665,0.5526,"Milwaukee School of Engineering"
"37716",0.3888,19,1323,18128,10551,6766,4986,1,0.391,25.12005457,0.439,"Mount Mary University"
"37722",0.5734,24,673,20789,10596,6735,5040,0.5616,0.7974,21.211538462,0.4742,"Northland College"
"37723",0.7763,24,963,22437,9720,8695,5247,0.6494,0.9496,19.758130081,0.75,"Ripon College"
"37725",0.8771,24,1966,23497,12527,6186,5877,1,0.9154,19.863340564,0.7172,"Saint Norbert College"
"37727",0.7624,19,376,17108,8838,8795,4139,0.0875,0.2913,28.756410256,0.5758,"Silver Lake College of the Holy Family"
"37732",0.8871,22,1881,17640,7960,4824,5318,0.8333,0.4559,24.662100457,0.4801,"Viterbo University"
"37736",0.8053,22,8975,5439,4405,4418,5973,0.8426,0.7485,21.042416107,0.518,"University of Wisconsin-Whitewater"
"37740",0.7412,24,9903,5330,4489,4963,5925,0.7753,0.7987,20.691031623,0.5914,"University of Wisconsin-Eau Claire"
"37741",0.8004,23,5242,5716,3808,4604,5681,0.875,0.6885,22.364634608,0.5328,"University of Wisconsin-Green Bay"
"37742",0.7107,25,8079,5398,4364,4579,5977,0.7987,0.8338,20.428614458,0.6221,"University of Wisconsin-La Crosse"
"37743",0.8468,24,723,18654,8685,9807,5139,1,0.8285,20.147222222,0.5825,"Wisconsin Lutheran College"
"37744",0.8026,22,9710,5360,4467,5429,5951,0.6602,0.674,21.901927711,0.4711,"University of Wisconsin-Oshkosh"
"37745",0.937,20,4523,5384,4032,4758,5905,0.6206,0.6512,22.169251825,0.3039,"University of Wisconsin-Parkside"
"37747",0.9038,21,7389,6963,4665,5757,5845,0.78,0.7098,21.213191024,0.482,"University of Wisconsin-Stout"
"37748",0.8781,22,2508,5572,4169,5298,5618,0.7012,0.4557,23.936896808,0.3418,"University of Wisconsin-Superior"
"37749",0.731,28,28083,6726,7728,11758,8844,0.7671,0.8082,20.591171307,0.7779,"University of Wisconsin-Madison"
"37750",0.9242,22,22066,6626,6102,6332,6717,0.7462,0.697,21.71103865,0.4273,"University of Wisconsin-Milwaukee"
"37751",0.9402,23,5935,5310,4717,5089,5814,0.7635,0.7849,21.034904642,0.4823,"University of Wisconsin-Platteville"
"37752",0.8765,23,5610,5323,4317,4785,6016,0.7021,0.7807,20.838882922,0.5438,"University of Wisconsin-River Falls"
"37753",0.8592,23,8463,5324,4331,5357,5785,0.8251,0.7234,21.108609272,0.5863,"University of Wisconsin-Stevens Point"
"37763",0.9534,23,9113,2951,2918,9243,7204,0.9315,0.615,23.085275893,0.5575,"University of Wyoming"
"37844",0.7663,17,2045,3726,5484,7650,6338,0.3963,0.6851,22.218085106,0.3361,"University of the Virgin Islands"
"37845",0.1094,31,6391,32994,19936,60658,11054,0.9785,0.9637,21.52132964,0.9518,"Stanford University"
"37847",0.8456,25,32089,7096,9287,10508,7755,0.8564,0.8196,20.507371007,0.7126,"Purdue University-Main Campus"
"38084",0.4204,20,7600,3092,3531,4814,7330,0.4904,0.4264,23.774094537,0.378,"California State University-San Marcos"
"38415",0.9,28,346,12720,13039,8029,4864,1,0.75,23.318681319,0.4706,"Watkins College of Art Design & Film"
"38564",0.594,21,3405,3002,2138,6392,6789,0.4712,0.5486,25.040572792,0.3555,"California State University-Monterey Bay"
